,Ticker,Date,Time,Headline,compound,pos,neu,neg,sentiment
0,AAPL,2021-04-21,12:43PM,"Dow Rallies 200 Points As Netflix Plunges On Earnings; Apple, Tesla Reverse Higher",0.0,0.0,1.0,0.0,0
1,AAPL,2021-04-21,12:34PM,Apple (AAPL) Reports Next Week: Wall Street Expects Earnings Growth,0.3818,0.224,0.776,0.0,1
2,AAPL,2021-04-21,12:31PM,No cameras allowed during Epic Games antitrust trial against Apple,-0.296,0.0,0.804,0.196,-1
3,AAPL,2021-04-21,11:49AM,4 Dow Jones Stocks To Buy And Watch In April 2021: Apple Reverses,0.0,0.0,1.0,0.0,0
4,AAPL,2021-04-21,11:43AM,Its going to be challenging for other vendors to compete with Apples M1 chip: TECHnalysis Research,0.1531,0.096,0.904,0.0,1
5,AAPL,2021-04-21,11:24AM,Apple Introduces Slate of Updated and New Products,0.0,0.0,1.0,0.0,0
6,AAPL,2021-04-21,11:14AM,Apple supplier Quanta says no business impact from ransomware attack,-0.6486,0.0,0.602,0.398,-1
7,AAPL,2021-04-21,11:06AM,Top antitrust U.S. senator says Apple's AirTags news is 'timely',0.2023,0.167,0.833,0.0,1
8,AAPL,2021-04-21,11:06AM,Apple supplier Quanta says no business impact from ransomware attack,-0.6486,0.0,0.602,0.398,-1
9,AAPL,2021-04-21,10:55AM,Top antitrust U.S. senator says Apple's AirTags news is 'timely',0.2023,0.167,0.833,0.0,1
10,AAPL,2021-04-21,10:20AM,"10 best tablets for drawing, gaming and films",0.6369,0.375,0.625,0.0,1
11,AAPL,2021-04-21,10:16AM,"Best mobile phone deals in the UK for April 2021: Sales on iPhone, Samsung, Google Pixel and more",0.6369,0.198,0.802,0.0,1
12,AAPL,2021-04-21,10:10AM,Why consumers will eat up Apple's new products,0.0,0.0,1.0,0.0,0
