Date,Open,High,Low,Close,Adj Close,Volume
4/12/2016,445.519989,447,434.059998,444.619995,444.619995,1065100
4/13/2016,442.730011,446.640015,435.890015,444.660004,444.660004,1067700
4/14/2016,460,460.98999,452,456.01001,456.01001,1170200
4/15/2016,457.140015,469.980011,457,469.290009,469.290009,1271100
4/18/2016,468,468.98999,458,460.119995,460.119995,925400
4/19/2016,462.01001,465,452.5,455.179993,455.179993,648800
4/20/2016,457.109985,462.98999,454,458,458,483100
4/21/2016,461,462.799988,447.589996,448.140015,448.140015,740200
4/22/2016,452.149994,453.98999,438.26001,442.730011,442.730011,921800
4/25/2016,442.700012,444.950012,438,443.100006,443.100006,977200
4/26/2016,445,447.269989,438.720001,445.920013,445.920013,1719100
4/27/2016,425,430,415,417.220001,417.220001,3884600
4/28/2016,417.829987,431.420013,417.380005,423.399994,423.399994,1429100
4/29/2016,422.890015,424.73999,417.75,420.970001,420.970001,963100
5/2/2016,422,434.149994,420.329987,433.5,433.5,965500
5/3/2016,433.600006,447.459991,433.279999,437.950012,437.950012,1290400
5/4/2016,437.059998,438.700012,432.100006,433.299988,433.299988,674800
5/5/2016,433.829987,438.26001,430.75,435,435,609900
5/6/2016,434,435.329987,426.029999,433.809998,433.809998,734500
5/9/2016,435.049988,456.880005,435.049988,453.170013,453.170013,1420900
5/10/2016,456.630005,456.769989,449.01001,455.589996,455.589996,781100
5/11/2016,455.970001,459.299988,450.269989,454,454,1046000
5/12/2016,457.079987,461.299988,456.350006,457.01001,457.01001,1092900
5/13/2016,457.01001,464.899994,455.119995,458.350006,458.350006,899400
5/16/2016,452.070007,452.709991,438.529999,444.559998,444.559998,1493000
5/17/2016,445.029999,449.839996,444.26001,446.079987,446.079987,735700
5/18/2016,444.700012,450.299988,441.399994,448.609985,448.609985,548400
5/19/2016,447.179993,454.369995,447.179993,450.640015,450.640015,606400
5/20/2016,448.899994,450.230011,439.809998,449.920013,449.920013,1314200
5/23/2016,452.619995,467,451.070007,456.440002,456.440002,1056200
5/24/2016,460,461.040009,453.390015,457.329987,457.329987,651500
5/25/2016,458.5,462.940002,455.619995,458.040009,458.040009,693600
5/26/2016,452.5,460.769989,451.51001,452.029999,452.029999,744000
5/27/2016,452.5,453.529999,442.649994,445.410004,445.410004,1013100
5/31/2016,445,446.929993,439.130005,441.959991,441.959991,983900
6/1/2016,442.109985,443.559998,431.309998,432.589996,432.589996,792600
6/2/2016,433.809998,444.540009,433.100006,443.48999,443.48999,1019900
6/3/2016,440.369995,441.230011,433.640015,433.940002,433.940002,874800
6/6/2016,436.119995,446.649994,435.019989,445.269989,445.269989,800700
6/7/2016,446.559998,447.079987,432.519989,433.390015,433.390015,944100
6/8/2016,433,434.869995,423,429.200012,429.200012,990200
6/9/2016,426.119995,427.200012,415.149994,415.790009,415.790009,1198400
6/10/2016,412.559998,413.869995,403.130005,405.26001,405.26001,1562700
6/13/2016,400.26001,405.399994,393.630005,394,394,1846300
6/14/2016,390.600006,395.869995,384.769989,395.269989,395.269989,1633700
6/15/2016,396.140015,402.350006,389.410004,390.309998,390.309998,1201300
6/16/2016,393.23999,396.670013,389.589996,393.549988,393.549988,1072300
6/17/2016,395.5,400.410004,393,397.269989,397.269989,1275100
6/20/2016,399.790009,401.959991,396.690002,396.940002,396.940002,936800
6/21/2016,399.369995,399.660004,387.890015,391.959991,391.959991,1050000
6/22/2016,391,396.880005,388.179993,392.98999,392.98999,865000
6/23/2016,393.25,413.019989,393.200012,408.890015,408.890015,1575600
6/24/2016,397.25,413.570007,396.75,400.730011,400.730011,1701000
6/27/2016,399.559998,400.220001,386.700012,388.779999,388.779999,1170300
6/28/2016,396.390015,397.440002,389,391.670013,391.670013,722500
6/29/2016,396.429993,410.339996,395.48999,409.48999,409.48999,1016600
6/30/2016,409.48999,409.869995,401.570007,402.76001,402.76001,1073900
7/1/2016,400,405.290009,391.51001,393.910004,393.910004,1223400
7/5/2016,395,399.299988,391.01001,396.380005,396.380005,889100
7/6/2016,393.850006,402.059998,393.850006,401.049988,401.049988,786200
7/7/2016,393.98999,395.559998,386.100006,390.779999,390.779999,1747800
7/8/2016,393,404.089996,392.100006,399.709991,399.709991,1070900
7/11/2016,407.01001,413,402.089996,403.179993,403.179993,1009500
7/12/2016,405.380005,410.660004,401.130005,408.339996,408.339996,709600
7/13/2016,411.399994,421.970001,411.01001,416.630005,416.630005,1420800
7/14/2016,420.940002,422.179993,412,417.980011,417.980011,1165700
